age;job;education;marital;default;balance;housing;loan;previous;y
53;admin.;secondary;married;no;1228;yes;yes;1;no
52;management;tertiary;single;no;3634;no;no;0;no
33;student;secondary;married;no;1536;no;no;3;no
60;technician;secondary;married;no;824;yes;no;7;no
24;student;tertiary;married;no;235;no;no;1;no
18;student;unknown;married;no;108;no;no;1;no
65;entrepreneur;tertiary;married;no;2331;no;no;1;no
25;student;secondary;married;no;125;no;no;2;no
58;technician;secondary;married;no;7554;no;no;1;no
36;technician;secondary;single;no;27;yes;no;2;no
27;management;tertiary;married;no;390;no;no;2;no
32;technician;tertiary;married;no;1527;yes;no;3;no
35;admin.;secondary;single;no;-32;no;yes;5;no
39;blue-collar;tertiary;married;no;172;yes;no;2;no
53;admin.;secondary;married;no;10541;no;no;1;no
23;student;secondary;married;no;480;no;no;1;no
34;admin.;secondary;single;no;2374;yes;no;3;no
33;management;tertiary;married;no;935;no;no;8;no
33;technician;secondary;married;no;2085;no;no;0;no
36;management;tertiary;married;no;479;no;no;0;no
47;admin.;secondary;married;no;0;no;yes;2;no
52;unemployed;secondary;married;no;94;no;no;13;no
33;management;tertiary;married;no;22867;yes;no;5;no
36;student;unknown;married;no;417;no;no;0;no
42;services;tertiary;married;no;94;yes;no;6;no
55;technician;secondary;married;no;3450;no;no;1;no
60;retired;secondary;married;no;1853;no;no;1;no
38;admin.;tertiary;married;no;3954;yes;no;3;no
61;retired;tertiary;married;no;2557;yes;no;5;no
58;technician;secondary;married;no;589;yes;no;6;no
48;unemployed;secondary;married;no;201;no;no;2;no
35;technician;tertiary;married;no;7050;no;no;1;no
34;management;tertiary;married;no;2885;no;no;4;yes
58;management;secondary;single;no;2155;no;yes;5;no
39;technician;secondary;married;no;902;yes;no;5;no
70;retired;primary;married;no;579;no;no;1;no
44;management;tertiary;married;no;1791;no;no;1;yes
54;unknown;secondary;single;no;2206;no;no;3;no
27;student;tertiary;married;no;5291;no;no;4;no
33;unemployed;secondary;married;no;1211;no;no;1;no
77;retired;secondary;single;no;638;no;no;1;no
75;retired;primary;married;no;37127;no;no;0;no
57;housemaid;primary;married;no;501;yes;yes;2;no
30;admin.;secondary;married;no;4448;no;no;0;no
31;management;tertiary;married;no;533;no;no;9;no
61;retired;tertiary;married;no;5267;no;no;0;no
76;retired;primary;single;no;3324;no;no;4;no
75;blue-collar;secondary;married;no;6053;no;no;1;no
28;blue-collar;secondary;married;no;61;yes;no;4;yes
35;management;tertiary;married;no;0;yes;no;5;yes
59;technician;secondary;married;no;116;no;no;7;no
42;blue-collar;secondary;married;no;413;yes;no;2;no
35;self-employed;tertiary;married;no;353;no;no;1;no
48;entrepreneur;secondary;married;no;315;no;no;0;no
44;technician;secondary;single;no;451;no;no;2;no
71;retired;secondary;married;no;1712;no;no;0;no
60;retired;secondary;married;no;523;no;no;3;no
34;blue-collar;secondary;married;no;1454;yes;no;2;no
57;retired;primary;single;no;9367;no;no;6;no
49;technician;secondary;married;no;0;yes;no;0;no
75;retired;secondary;married;no;291;no;no;1;no
39;blue-collar;secondary;married;no;1382;yes;no;0;no
64;retired;tertiary;single;no;846;no;no;3;no
66;retired;secondary;married;no;780;no;no;0;no
36;technician;tertiary;single;no;341;no;no;1;no
27;admin.;secondary;married;no;255;no;no;4;no
29;technician;secondary;married;no;113;no;no;4;no
34;management;tertiary;married;no;13014;no;no;1;yes
26;unemployed;secondary;married;no;632;no;no;0;no
34;management;tertiary;single;no;417;yes;no;5;no
41;management;tertiary;married;no;27696;no;no;3;no
47;blue-collar;secondary;married;no;3715;no;no;4;no
52;management;tertiary;married;no;4675;no;no;0;no
36;blue-collar;secondary;married;no;2843;no;no;1;no
32;technician;secondary;married;no;3271;no;no;1;no
51;management;tertiary;single;no;346;no;no;5;no
34;management;tertiary;married;no;8000;no;no;2;no
21;student;secondary;single;no;123;no;no;2;no
41;technician;tertiary;married;no;4276;yes;no;0;no
54;technician;secondary;single;no;10185;no;no;3;no
35;technician;tertiary;married;no;992;yes;no;4;no
29;management;tertiary;married;no;1026;no;no;2;no
32;management;tertiary;married;no;905;no;no;0;no
38;services;secondary;married;no;775;no;no;2;no
48;unemployed;secondary;married;no;926;no;no;6;no
46;management;tertiary;single;no;349;no;no;1;yes
32;technician;secondary;married;no;484;yes;no;3;no
49;services;primary;married;no;1830;yes;no;0;no
75;retired;unknown;married;no;7819;no;no;4;no
37;management;tertiary;married;no;2987;yes;no;9;no
37;technician;tertiary;married;no;197;no;no;2;no
23;student;secondary;married;no;431;no;no;2;yes
58;admin.;secondary;single;no;169;no;no;4;no
45;management;tertiary;married;no;226;yes;no;6;no
47;unemployed;tertiary;single;no;44;no;no;1;no
30;unemployed;secondary;married;no;2424;no;no;2;no
30;admin.;tertiary;married;no;41;yes;no;2;no
25;services;secondary;married;no;199;no;no;0;yes
23;student;secondary;married;no;1234;no;no;1;no
34;management;tertiary;single;no;271;yes;no;4;no
27;management;tertiary;married;no;-69;yes;no;0;no
28;student;tertiary;married;no;1562;no;no;0;no
65;retired;secondary;married;no;3409;no;no;0;no
77;retired;primary;married;no;2590;no;no;15;no
61;self-employed;tertiary;single;no;52587;no;no;1;no
27;blue-collar;secondary;married;no;535;no;no;2;no
34;management;tertiary;married;no;2159;no;no;0;no
28;admin.;tertiary;married;no;167;yes;yes;0;no
50;admin.;secondary;married;no;5361;no;no;1;no
58;management;tertiary;married;no;473;no;no;1;no
52;technician;secondary;married;no;195;yes;no;5;no
26;technician;tertiary;married;no;3411;no;no;2;no
59;management;tertiary;single;no;2764;no;no;3;no
64;retired;secondary;single;no;1612;no;no;4;no
38;admin.;secondary;married;no;407;yes;yes;1;no
48;admin.;secondary;single;no;660;no;no;2;no
28;technician;secondary;married;no;154;yes;no;0;no
35;management;tertiary;married;no;681;no;no;2;no
66;retired;secondary;single;no;2326;no;yes;1;no
25;self-employed;unknown;single;no;1179;no;no;3;no
33;management;tertiary;married;no;2213;no;no;9;no
52;services;secondary;married;no;961;no;yes;4;no
26;admin.;tertiary;single;no;2532;yes;yes;0;no
36;unemployed;secondary;single;no;1466;yes;no;0;yes
38;management;tertiary;single;no;455;yes;no;6;yes
59;self-employed;tertiary;married;no;2013;no;no;2;no
53;technician;secondary;single;no;4807;no;no;0;no
47;blue-collar;secondary;married;no;1568;yes;no;7;no
48;management;tertiary;single;no;0;no;yes;1;no
56;retired;primary;married;no;16432;no;no;2;no
22;student;unknown;single;no;1215;no;no;1;no
82;retired;secondary;single;no;121;no;no;0;no
27;blue-collar;primary;married;no;377;no;no;0;no
60;retired;secondary;married;no;1;no;no;1;no
44;blue-collar;primary;married;no;622;yes;no;0;no
53;management;tertiary;single;no;597;no;no;0;no
27;student;tertiary;married;no;5741;no;no;2;no
57;retired;secondary;single;no;1230;no;no;0;yes
59;unemployed;secondary;married;no;7469;no;no;1;no
39;management;tertiary;single;no;763;no;no;1;yes
27;unknown;unknown;married;no;326;no;no;0;no
39;admin.;tertiary;married;no;1176;no;no;0;no
64;retired;secondary;married;no;243;no;no;1;no
55;retired;secondary;single;no;2204;no;no;1;no
57;blue-collar;secondary;single;no;1686;no;no;2;no
51;management;unknown;married;no;1277;no;no;1;no
37;blue-collar;secondary;single;no;4321;no;no;3;no
33;unemployed;tertiary;married;no;4874;no;no;0;yes
60;management;secondary;single;no;0;no;no;6;no
33;unemployed;primary;married;no;396;no;no;0;no
35;management;tertiary;married;no;1380;no;no;0;yes
26;management;tertiary;married;no;0;no;no;0;no
30;technician;secondary;married;no;341;no;no;0;no
23;student;secondary;married;no;381;no;no;2;no
80;housemaid;primary;single;no;0;no;no;1;no
29;student;secondary;married;no;67;no;no;5;no
47;admin.;secondary;married;no;368;no;no;5;yes
72;retired;tertiary;married;no;438;no;no;0;no
45;management;tertiary;married;no;483;no;no;11;no
35;housemaid;tertiary;single;no;11219;no;no;3;no
37;unemployed;tertiary;married;no;7620;no;no;6;no
29;self-employed;tertiary;married;no;805;no;no;7;no
40;management;tertiary;married;no;0;yes;no;6;no
33;management;tertiary;married;no;101;yes;no;1;no
32;technician;secondary;married;no;324;no;yes;0;no
35;management;tertiary;single;no;747;no;no;3;yes
32;management;tertiary;single;no;302;yes;yes;2;no
40;blue-collar;primary;married;no;118;no;no;0;no
79;retired;primary;married;no;1910;no;no;0;no
48;unemployed;tertiary;married;no;1571;yes;no;0;no
43;self-employed;tertiary;married;no;10072;no;no;4;no
54;technician;secondary;married;no;65;no;no;3;no
40;technician;secondary;single;no;826;no;no;2;no
20;student;secondary;single;no;215;no;no;6;yes
48;housemaid;tertiary;married;no;5473;no;no;2;yes
38;blue-collar;secondary;married;no;711;yes;no;1;no
53;admin.;tertiary;married;no;944;yes;no;0;no
60;admin.;secondary;single;no;106;no;no;4;no
34;technician;tertiary;married;no;31;no;no;0;no
70;retired;primary;married;no;2346;no;no;5;no
78;retired;secondary;married;no;3219;no;no;0;no
61;management;tertiary;single;no;87;yes;no;0;yes
52;admin.;unknown;married;no;2227;no;no;0;no
61;self-employed;tertiary;married;no;6610;no;no;0;no
52;technician;secondary;married;no;196;yes;yes;3;no
58;management;tertiary;married;no;4606;no;no;0;yes
25;student;secondary;single;no;469;no;no;2;no
77;retired;primary;married;no;680;no;no;7;no
46;admin.;unknown;single;no;2033;no;no;5;no
64;retired;primary;married;no;1977;no;no;0;no
37;management;tertiary;married;no;255;no;no;10;no
33;services;secondary;single;no;1852;no;no;3;no
25;services;secondary;single;no;94;no;no;0;no
71;entrepreneur;tertiary;married;no;15265;no;no;2;no
63;retired;unknown;single;no;1849;no;no;2;no
27;services;secondary;single;no;195;yes;no;0;no
33;technician;tertiary;single;no;8023;no;no;4;no
56;management;unknown;married;no;4623;no;no;1;no
63;technician;secondary;single;no;973;no;no;1;no
59;technician;secondary;single;no;7766;yes;no;1;no
22;student;secondary;single;no;948;no;no;3;no
30;student;secondary;married;no;48;no;no;2;no
66;management;unknown;married;no;2149;yes;no;10;no
70;management;secondary;married;no;4;no;no;4;no
36;management;tertiary;single;no;688;no;no;2;no
74;retired;primary;married;no;1413;no;no;0;no
27;technician;secondary;married;no;241;no;yes;0;no
24;student;secondary;married;no;486;no;no;2;no
52;technician;secondary;married;no;117;no;no;6;no
71;retired;secondary;single;no;0;no;no;1;yes
33;management;tertiary;single;no;71;no;no;2;no
56;technician;secondary;married;no;1938;no;yes;4;no
47;admin.;unknown;married;no;66;no;no;1;no
34;self-employed;secondary;married;no;173;no;no;0;yes
37;management;tertiary;married;no;3654;no;no;2;no
30;management;tertiary;married;no;5359;no;no;3;no
28;student;secondary;married;no;1925;no;no;3;no
27;blue-collar;secondary;married;no;23;no;no;0;no
73;retired;unknown;married;no;519;no;no;2;no
48;technician;secondary;single;no;3519;no;yes;2;no
67;retired;primary;married;no;8465;no;no;0;no
60;housemaid;primary;single;no;211;no;no;1;no
57;unemployed;secondary;married;no;79;yes;no;2;no
38;technician;secondary;married;no;0;no;no;0;no
65;unemployed;secondary;married;no;3195;no;no;0;no
59;management;tertiary;married;no;315;no;no;2;no
37;management;tertiary;married;no;1113;no;no;1;no
28;blue-collar;secondary;single;no;-46;yes;no;11;no
29;admin.;tertiary;married;no;8;no;yes;0;no
27;technician;tertiary;married;no;1075;no;no;0;no
49;admin.;tertiary;married;no;228;yes;no;0;no
31;admin.;tertiary;married;no;4129;no;no;1;no
38;services;secondary;single;no;91;no;no;0;yes
36;technician;secondary;married;no;1407;no;no;3;no
28;technician;secondary;married;no;598;yes;no;2;no
51;technician;tertiary;married;no;0;no;no;0;no
26;services;secondary;married;no;162;yes;no;8;no
56;retired;primary;married;no;1947;no;no;5;no
37;management;tertiary;single;no;1027;yes;no;2;no
47;technician;primary;married;no;235;no;no;1;no
60;retired;tertiary;single;no;2;no;no;2;no
42;technician;secondary;single;no;4945;yes;no;0;no
27;student;tertiary;single;no;311;no;no;1;no
40;unemployed;tertiary;married;no;7968;no;no;2;no
25;student;secondary;married;no;154;no;no;2;no
90;retired;primary;single;no;712;no;no;0;no
29;student;unknown;married;no;7585;no;no;1;no
29;technician;tertiary;single;no;2489;yes;no;5;no
68;retired;secondary;married;no;1146;no;no;3;no
38;admin.;secondary;married;no;1559;no;no;1;no
34;admin.;secondary;married;no;5320;no;no;5;no
23;student;secondary;single;no;287;no;no;1;no
66;housemaid;primary;married;no;3701;no;no;0;no
47;management;tertiary;married;no;0;yes;no;3;no
63;retired;secondary;married;no;2896;no;no;0;no
32;management;tertiary;single;no;354;no;no;5;no
34;student;unknown;single;no;242;no;no;2;no
32;management;tertiary;single;no;2667;yes;no;4;no
42;management;tertiary;married;no;144;no;no;4;no
39;technician;tertiary;married;no;508;no;no;3;no
30;management;tertiary;single;no;359;no;no;0;yes
58;housemaid;secondary;married;no;11494;no;no;0;no
26;admin.;tertiary;single;no;760;yes;no;5;no
63;unknown;secondary;single;no;367;no;no;6;no
73;retired;secondary;married;no;1050;no;no;2;yes
70;retired;secondary;single;no;6850;no;no;1;no
68;retired;tertiary;married;no;2820;no;no;3;no
26;student;secondary;married;no;5296;no;no;1;no
33;management;tertiary;single;no;1390;no;no;5;no
60;admin.;secondary;single;no;12980;no;no;0;no
25;blue-collar;secondary;married;no;509;no;no;0;no
64;retired;tertiary;single;no;1644;no;no;4;no
26;student;tertiary;married;no;294;no;no;2;no
27;admin.;secondary;married;no;3529;no;yes;2;no
68;retired;primary;single;no;451;no;no;0;no
30;blue-collar;primary;married;no;201;yes;no;13;no
30;technician;tertiary;married;no;3192;yes;no;0;no
39;services;secondary;married;no;53;no;no;1;no
54;housemaid;tertiary;married;no;2473;no;no;0;no
40;unemployed;secondary;married;no;334;no;no;6;no
46;admin.;secondary;married;no;0;yes;no;0;no
64;retired;secondary;married;no;1220;no;no;1;no
37;management;tertiary;married;no;6771;no;no;0;yes
36;services;secondary;married;no;52;yes;no;7;no
33;management;tertiary;married;no;2240;no;no;1;no
34;admin.;tertiary;married;no;798;yes;no;0;no
32;unemployed;primary;married;no;1429;no;no;0;no
49;self-employed;tertiary;married;no;3293;no;no;6;no
51;management;tertiary;married;no;2635;no;no;3;no
83;retired;tertiary;single;no;4761;no;no;0;yes
45;student;unknown;single;no;1527;no;no;0;no
31;technician;tertiary;married;no;1570;yes;no;1;no
38;student;unknown;married;no;444;no;no;6;no
51;admin.;tertiary;married;no;0;yes;yes;0;no
64;unemployed;secondary;married;no;588;no;no;0;no
59;unemployed;secondary;married;no;957;no;no;2;no
33;management;tertiary;single;no;224;no;no;0;no
36;blue-collar;unknown;single;no;444;no;no;2;no
35;management;tertiary;married;no;2161;no;no;3;no
69;retired;unknown;single;no;426;no;no;1;no
31;management;tertiary;married;no;147;no;no;2;no
73;retired;primary;married;no;508;no;no;0;no
76;retired;primary;married;no;802;no;no;5;no
35;technician;secondary;married;no;294;yes;no;4;no
28;management;tertiary;single;no;1825;no;no;0;no
34;management;tertiary;married;no;158;no;no;6;no
33;management;tertiary;single;no;0;yes;no;1;no
36;services;secondary;married;no;4721;no;no;3;no
44;management;unknown;married;no;282;no;no;3;no
19;student;unknown;married;no;108;no;no;1;no
29;management;tertiary;married;no;2344;yes;no;0;no
28;management;tertiary;married;no;187;no;no;0;no
51;blue-collar;primary;married;no;3764;no;no;6;no
52;unemployed;secondary;married;no;1416;no;no;1;no
61;retired;secondary;single;no;2801;yes;yes;0;yes
51;admin.;tertiary;married;no;66;yes;no;2;no
29;admin.;secondary;single;no;1448;no;no;7;no
70;retired;unknown;married;no;647;no;no;1;no
46;management;tertiary;married;no;461;no;no;2;no
71;retired;primary;married;no;2171;no;no;0;no
39;management;tertiary;married;no;494;no;no;3;no
58;management;tertiary;married;no;1016;no;no;1;no
37;management;tertiary;married;no;0;no;no;2;no
26;admin.;tertiary;married;no;3730;yes;no;4;no
79;retired;primary;married;no;3025;no;no;6;yes
37;unemployed;secondary;married;no;1978;no;no;0;no
29;management;tertiary;married;no;1351;no;no;1;yes
75;retired;primary;single;no;1765;no;no;2;no
64;retired;primary;single;no;43;no;no;1;yes
54;management;tertiary;married;no;7010;no;no;0;no
33;self-employed;tertiary;married;no;1676;yes;no;2;no
27;management;tertiary;single;no;948;yes;no;1;no
80;retired;primary;single;no;155;no;no;2;no
46;blue-collar;secondary;single;no;640;yes;no;4;no
61;admin.;secondary;married;no;4608;no;no;0;no
72;retired;secondary;single;no;951;no;yes;1;no
36;management;tertiary;married;no;495;no;no;6;no
40;management;tertiary;married;no;1509;no;no;1;no
41;management;tertiary;married;no;298;no;no;4;no
33;technician;secondary;married;no;1;yes;no;0;no
27;student;secondary;married;no;3754;no;no;1;no
77;retired;primary;married;no;29340;no;no;2;no
74;retired;tertiary;married;no;1843;no;no;2;yes
30;management;tertiary;married;no;1077;no;no;1;no
25;student;unknown;married;no;839;no;no;2;no
35;blue-collar;secondary;married;no;262;no;no;3;yes
42;admin.;secondary;married;no;16517;no;no;4;no
82;retired;primary;single;no;0;no;no;1;no
33;admin.;secondary;single;no;206;yes;no;0;no
67;retired;primary;married;no;2027;no;no;0;no
71;retired;tertiary;single;no;3561;no;no;0;no
75;retired;primary;married;no;852;no;no;0;no
41;admin.;secondary;single;no;6046;yes;yes;2;no
51;blue-collar;primary;married;no;3844;no;no;1;no
42;management;tertiary;married;no;1205;no;no;2;no
34;blue-collar;tertiary;married;no;12409;no;no;4;no
38;housemaid;secondary;single;no;465;yes;no;3;no
38;management;unknown;married;no;76;no;no;0;no
60;retired;secondary;married;no;8332;no;no;7;no
47;housemaid;tertiary;married;no;3232;no;no;2;yes
60;retired;secondary;married;no;514;no;no;9;no
53;admin.;secondary;married;no;1796;no;no;2;no
61;retired;secondary;married;no;5196;no;no;4;no
51;management;tertiary;single;no;1612;no;no;5;no
29;management;tertiary;married;no;874;yes;no;2;no
70;retired;primary;single;no;3782;no;no;0;no
86;retired;primary;married;no;1817;no;no;0;no
64;retired;primary;married;no;2140;no;no;2;no
32;management;tertiary;married;no;1619;no;no;2;no
28;admin.;secondary;married;no;897;no;no;1;yes
35;unemployed;secondary;single;no;295;no;no;0;yes
31;student;tertiary;married;no;64;no;no;3;no
31;student;unknown;married;no;7826;no;no;0;no
22;self-employed;tertiary;married;no;780;no;no;0;no
54;services;secondary;married;no;0;no;no;3;no
59;retired;secondary;married;no;2126;no;no;1;no
35;admin.;secondary;married;no;304;no;no;0;no
58;blue-collar;primary;married;no;1965;no;no;0;no
27;technician;tertiary;single;no;1976;no;no;1;no
46;management;tertiary;married;no;624;no;no;1;no
25;blue-collar;secondary;married;no;303;no;no;0;no
46;management;tertiary;married;no;273;yes;no;4;no
59;management;tertiary;married;no;3342;no;no;6;no
86;retired;secondary;married;no;1503;no;no;1;no
35;technician;secondary;married;no;1227;no;no;6;no
52;technician;secondary;married;no;436;no;yes;0;no
22;technician;secondary;single;no;283;yes;no;0;no
31;management;tertiary;single;no;3384;no;no;3;no
43;management;tertiary;married;no;2367;no;no;4;no
35;management;tertiary;married;no;5958;yes;no;0;no
60;admin.;secondary;married;no;3735;no;no;10;no
37;technician;secondary;married;no;1458;no;no;1;no
54;management;secondary;married;no;2693;no;no;6;no
27;management;tertiary;married;no;6791;no;no;28;no
72;retired;primary;married;no;4657;no;no;8;no
42;unemployed;secondary;married;no;0;yes;yes;12;no
29;self-employed;tertiary;married;no;3290;no;no;2;no
29;self-employed;tertiary;married;no;655;no;no;0;no
30;student;secondary;married;no;1681;no;no;2;no
28;management;tertiary;married;no;866;no;no;0;no
43;services;secondary;married;no;774;no;no;1;no
37;services;secondary;married;no;2678;no;no;0;no
46;management;secondary;married;no;5993;no;no;2;no
62;management;tertiary;single;no;3371;no;no;2;no
20;student;unknown;single;no;179;no;no;3;no
77;management;tertiary;single;no;5619;no;no;0;no
26;management;tertiary;married;no;1370;no;no;1;no
57;management;tertiary;single;no;10583;no;no;6;no
58;services;secondary;married;no;307;no;no;0;no
26;student;tertiary;single;no;8750;no;no;0;no
57;housemaid;primary;married;no;780;no;no;0;no
33;management;tertiary;married;no;4176;no;no;0;no
47;management;tertiary;married;no;334;yes;no;8;no
60;retired;secondary;married;no;2060;no;no;3;no
39;technician;tertiary;single;no;393;no;no;0;no
30;management;tertiary;married;no;2994;yes;no;1;no
82;retired;primary;married;no;1419;no;no;0;no
59;retired;primary;married;no;4007;no;no;4;no
72;retired;primary;married;no;0;no;no;3;no
35;admin.;tertiary;single;no;957;yes;no;4;yes
70;management;tertiary;married;no;1295;no;no;0;no
30;self-employed;tertiary;single;no;916;no;no;2;no
36;admin.;tertiary;single;no;1145;yes;no;3;no
45;technician;secondary;married;no;2981;yes;yes;3;no
31;management;tertiary;married;no;4319;yes;no;5;no
51;admin.;secondary;married;no;1204;no;no;0;no
31;management;tertiary;married;no;522;no;no;0;no
28;admin.;tertiary;married;no;832;no;no;1;no
42;technician;secondary;married;no;2152;no;no;2;no
40;admin.;secondary;married;no;3126;yes;no;5;no
57;management;tertiary;single;no;3287;no;no;1;no
23;services;secondary;married;no;488;no;no;2;no
56;housemaid;tertiary;single;no;1947;no;no;0;yes
31;management;tertiary;married;no;9629;no;no;4;no
33;admin.;tertiary;married;no;7608;no;no;0;no
44;admin.;tertiary;single;no;558;yes;no;0;no
80;retired;primary;married;no;235;no;no;3;no
47;management;tertiary;married;no;288;no;no;1;no
27;student;secondary;single;no;6036;no;no;1;no
27;self-employed;tertiary;married;no;1393;no;no;1;no
34;blue-collar;primary;married;no;1666;yes;no;0;no
26;management;tertiary;single;no;3;yes;yes;1;no
61;management;tertiary;single;no;0;yes;yes;2;no
50;technician;secondary;married;no;0;no;no;3;no
84;retired;secondary;married;no;81204;no;no;3;no
86;retired;primary;married;no;5236;no;no;0;no
33;technician;secondary;married;no;234;no;no;2;no
46;management;unknown;single;no;2466;no;no;1;no
26;management;tertiary;married;no;7628;no;no;0;no
45;technician;secondary;married;no;1348;no;yes;0;no
60;blue-collar;primary;married;no;7929;no;no;0;no
47;admin.;secondary;married;no;70;yes;no;2;no
53;blue-collar;secondary;single;no;3079;no;no;0;no
53;admin.;secondary;single;no;459;no;no;0;no
54;technician;tertiary;single;no;118;no;no;0;no
54;technician;secondary;married;no;2102;yes;no;2;no
34;blue-collar;secondary;single;no;800;no;no;0;yes
70;retired;tertiary;married;no;15834;no;no;1;no
44;management;secondary;married;no;2897;no;no;4;no
19;student;secondary;single;no;394;no;no;0;no
24;student;secondary;married;no;4126;no;no;7;no
49;management;tertiary;single;no;3842;no;no;3;no
39;management;tertiary;married;no;224;no;no;0;no
53;technician;tertiary;married;no;9001;no;no;0;no
50;management;tertiary;married;no;5108;yes;no;3;no
34;admin.;secondary;single;no;961;no;no;2;no
29;management;unknown;married;no;560;no;no;1;no
30;management;tertiary;single;no;102;yes;no;3;no
50;blue-collar;primary;single;no;82;no;no;0;no
30;technician;tertiary;married;no;2325;no;no;4;no
50;unemployed;tertiary;married;no;377;no;no;3;no
32;management;secondary;married;no;1088;yes;no;2;no
27;student;tertiary;single;no;13107;yes;no;2;no
33;self-employed;tertiary;married;no;562;yes;yes;1;no
80;retired;secondary;married;no;8304;no;no;11;no
33;management;tertiary;married;no;718;yes;no;2;no
57;retired;unknown;single;no;230;no;no;3;no
58;admin.;primary;married;no;1119;no;no;2;no
27;technician;tertiary;single;no;-67;yes;no;2;no
37;admin.;secondary;single;no;0;yes;no;2;yes
55;management;tertiary;single;no;3848;yes;no;0;no
46;entrepreneur;tertiary;married;no;9;no;no;0;no
78;retired;primary;married;no;1389;no;no;0;no
43;technician;unknown;married;no;4389;no;no;0;no
34;management;tertiary;single;no;3696;no;no;5;no
36;management;tertiary;married;no;579;no;no;0;yes
36;technician;secondary;single;no;12264;no;no;0;no
69;retired;primary;married;no;2398;no;no;1;no
31;management;tertiary;married;no;3289;no;no;1;no
50;technician;tertiary;married;no;0;no;yes;6;no
29;technician;tertiary;married;no;218;yes;no;0;no
73;retired;secondary;married;no;7111;yes;no;1;no
33;self-employed;tertiary;married;no;658;yes;no;2;no
26;management;tertiary;married;no;1646;no;no;5;yes
29;management;tertiary;married;no;502;no;no;3;yes
27;admin.;secondary;married;no;1327;no;no;9;no
51;entrepreneur;tertiary;married;no;2109;no;no;2;no
71;retired;secondary;married;no;3104;no;no;1;no
29;student;tertiary;married;no;10596;yes;no;0;no
25;student;tertiary;married;no;293;no;no;0;no
62;retired;secondary;single;no;2917;no;no;1;no
33;technician;secondary;married;no;5083;no;no;0;no
35;technician;secondary;single;no;2201;no;no;0;no
29;admin.;secondary;married;no;1992;no;no;0;no
35;blue-collar;unknown;married;no;484;no;no;1;yes
31;admin.;secondary;married;no;1229;no;no;0;no
56;technician;secondary;married;no;147;no;no;0;no
25;unemployed;primary;married;no;129;no;no;0;no
80;housemaid;secondary;single;no;499;no;no;4;no
62;self-employed;tertiary;married;no;6;yes;no;3;no
49;admin.;secondary;single;no;197;yes;no;2;yes
30;management;tertiary;married;no;3779;no;no;0;no
62;management;tertiary;married;no;0;no;no;3;no
25;blue-collar;secondary;married;no;1857;yes;no;6;no
32;management;tertiary;married;no;2016;no;no;1;no
36;management;tertiary;married;no;436;no;no;2;yes
40;technician;tertiary;married;no;11766;yes;no;9;no
38;management;tertiary;married;no;413;no;no;2;no
35;technician;tertiary;married;no;670;no;no;2;no
45;blue-collar;primary;single;no;116;no;no;0;no
25;blue-collar;primary;single;no;4599;no;no;0;no
36;management;unknown;single;no;62;no;no;0;no
23;student;secondary;married;no;107;no;no;2;no
38;technician;secondary;single;no;497;no;no;0;no
44;services;primary;married;no;2557;yes;no;8;no
70;retired;secondary;married;no;1310;no;no;1;no
35;management;tertiary;married;no;2646;no;no;2;no
35;self-employed;tertiary;married;no;1178;yes;yes;5;no
75;retired;secondary;married;no;3771;no;no;2;no
26;technician;tertiary;single;no;1066;no;no;0;no
51;management;tertiary;single;no;469;no;no;2;no
59;technician;secondary;married;no;1;no;no;3;no
30;management;tertiary;married;no;232;no;no;0;no
36;blue-collar;primary;married;no;1177;no;no;4;yes
39;technician;secondary;married;no;603;no;yes;0;no
24;management;tertiary;married;no;736;yes;no;2;yes
62;retired;primary;married;no;1515;yes;no;3;no
33;student;unknown;married;no;2321;no;no;2;no
22;services;secondary;married;no;129;no;no;1;no
36;management;tertiary;married;no;-115;yes;no;2;no
35;management;tertiary;single;no;649;no;no;0;no
22;management;tertiary;single;no;104;no;yes;0;yes
31;blue-collar;secondary;married;no;4;no;no;3;no
21;student;secondary;single;no;546;no;no;0;no
34;management;tertiary;married;no;589;no;no;0;no
35;admin.;tertiary;single;no;690;no;no;1;no
34;technician;secondary;married;no;1313;no;no;0;no
21;student;unknown;married;no;330;no;no;2;no
57;retired;secondary;single;no;3738;yes;no;7;no
22;student;primary;married;no;3472;no;no;4;no
27;services;secondary;married;no;453;no;no;0;no
73;retired;secondary;married;no;2850;no;no;3;no
57;management;tertiary;married;no;2845;yes;no;0;no
60;entrepreneur;primary;married;no;2408;no;no;0;no
30;student;tertiary;single;no;7529;no;no;1;no
55;unemployed;secondary;single;no;309;no;no;3;no
36;management;tertiary;single;no;3669;no;no;1;no
38;blue-collar;secondary;married;no;0;yes;no;5;yes
39;blue-collar;secondary;single;no;1672;yes;no;1;no
74;retired;tertiary;married;no;4912;no;no;3;no
38;technician;secondary;married;no;1711;no;no;1;no
31;admin.;secondary;single;no;2980;no;no;2;no
43;self-employed;tertiary;married;no;3157;no;no;17;no
24;admin.;secondary;married;no;1295;no;no;0;no
30;student;secondary;married;no;2046;no;no;1;no
42;housemaid;primary;single;no;273;no;no;0;no
29;blue-collar;tertiary;single;no;455;no;no;0;yes
25;student;unknown;married;no;722;no;no;0;no
31;housemaid;primary;married;no;26965;no;no;0;no
52;technician;secondary;single;no;371;yes;yes;1;yes
58;entrepreneur;secondary;married;no;496;no;no;0;yes
51;management;secondary;married;no;335;no;no;0;no
